ID,Smiles
ZINC05554145,CCCCNC(=O)C(CCCC)C(CCC)(CCC)CCCC
ZINC05572814,CCCCC(c1cccc(O)c1)C(CCCC)c1cccc(O)c1
ZINC05579308,Nc1cccc(S(=O)(=O)[N-]c2nnc(S(N)(=O)=O)s2)c1
ZINC05591061,CCCCC(CC)C(=O)Nc1ccc(OCc2ccccc2)cc1
ZINC05591588,CC[NH+](CC)CCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C
ZINC05599165,CCC(NC(=O)C1CCC[NH2+]1)(C(=O)NCC(N)=O)c1ccccc1
ZINC05603993,O=C(Nc1ccccc1)Nc1cccc2c(NC(=O)Nc3ccccc3)cccc12
ZINC05604886,O=c1c2ccccc2c(Cc2ccc(Cl)cc2)nn1CCC[NH+]1CCCCC1
ZINC05625428,CCOC(=O)C[NH+]1CCC(c2cc(-c3ccc(Cl)cc3)n[nH]2)CC1
ZINC05639600,COc1cc(-c2cc(=O)c3ccc(O)cc3o2)cc(OC)c1OC
ZINC05640267,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1O
ZINC05662919,COc1cc2c(c(Cl)c1OC)CC[NH+](C)CC2c1ccccc1
ZINC05674066,O=C(CC(Cc1ccc(Cl)cc1)C(=O)[O-])NC1CCCCC1
ZINC05676680,CC(NS(=O)(=O)c1ccc(Cl)cc1)C12CC3CC(CC(C3)C1)C2
ZINC05698972,CCOC(=O)C(CC[NH+](CC)CC)(CC[NH+](CC)CC)c1ccccc1
ZINC05699193,CCC(=O)OC1(c2ccccc2)CC[NH+](C)CC1c1ccccc1
ZINC05706853,COC(=O)CNC(=O)C(NC(=O)C1CCCN1C(=O)OCc1ccccc1)C(C)C
ZINC05712015,COc1ccc(CC[NH2+]CCCC(C#N)(c2ccccc2C)C(C)C)cc1OC
ZINC05734682,CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)[O-]
ZINC05743105,CC1(C)CC2(c3ccccc3)CC(c3ccccc3)C1C(C(=O)[O-])C2C(=O)[O-]
ZINC05748376,Cc1ccccc1C(=O)OCC[NH+](C)C12CC3CC(CC(C3)C1)C2
ZINC05758165,CC(C)CCCCCCC[NH+](CCCCCCCC(C)C)CCCCCCCC(C)C
ZINC05759565,[NH3+]C(CCCCCCCCCCCCC([NH3+])C(=O)c1ccccc1)C(=O)c1ccccc1
ZINC05761463,CC(C)C1CCC2(C)CC3C(CO)CC(O)C3C(C)(O)CC=C12
ZINC05765422,CC12CCC3C(C)(C)C(O)CCC3(C)C1CCC1C(=CCC3C(C)(C)C(O)CCC13C)C2
ZINC05766727,COc1cc2c(cc1OC)C1CC(CC(N)=O)(C(N)=O)CC[NH+]1CC2
ZINC05769979,O=C([O-])C1CCCN1S(=O)(=O)c1ccc(C23CC4CC(CC(C4)C2)C3)cc1
ZINC05792247,CCCCCC(=O)NCCCCCCCCNC(=O)CCCCC
ZINC05812813,CC1=C(/C=C/C2=C/C(=C\C(=O)[O-])CC(C3=C(C)CCCC3(C)C)C2)C(C)(C)CCC1
ZINC05845600,O=C([O-])c1ccc2c3cccc4c(C(=O)[O-])ccc(c5cccc1c52)c43
ZINC05845704,O=S(=O)([O-])c1cccc2cc3cccc(S(=O)(=O)[O-])c3cc12
ZINC05893340,Cn1ccnc1Sc1cc(C(=O)Nc2nccs2)c(N)cc1F
ZINC05920782,CC1CCC2C(C)(CO)C(O)CCC2(C)C12CCC(CO)(CCO)O2
ZINC05929549,Cc1ccc(S(=O)(=O)NC(=O)NCC2CC3CCC2C3)cc1
ZINC05930700,Cc1cc(Br)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
ZINC05930715,Cc1cc(C#N)cc(C)c1Oc1cc(N)nc(Nc2ccc(C#N)cc2)n1
ZINC05941183,O=C(NCCCCC[NH+]1CCC2(CCCCC2)CC1)C(c1ccccc1)C1CCCCC1
ZINC05941820,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)nc(Cc2ccccc2)n3C)cc1
ZINC05946593,Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccccc2)c2ccccc12
ZINC05962650,CC(C)CCC(O)(C(=O)OCC[NH+]1CCCC1)c1ccccc1
ZINC05996343,C[NH2+]CCN1C(=O)C(O)C(c2ccc(OC)cc2)Sc2ccccc21
ZINC06002206,CCOC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)C(C)(C)NC(=O)OCc1ccccc1
ZINC06019299,COc1ccccc1OCC[NH2+]CC(O)COc1c(O)ccc2[nH]c3ccccc3c12
ZINC06019587,CS(=O)(=O)c1ccc(-c2ccc(Cl)cc2Cl)c(Cl)c1Cl
ZINC06019850,CSc1cc(Cl)c(-c2cc(Cl)c(SC)cc2Cl)cc1Cl
ZINC06021872,O=C([O-])CC12CC3CC(Br)(C1)CC(CC(=O)[O-])(C3)C2
ZINC06036378,CC(O)CCCC(O)/C=C/C1C(O)CC(=O)C1CCCCCCC(=O)[O-]
ZINC06051278,CCCCC(CC)CNC(=O)NS(=O)(=O)c1ccc(C)cc1
ZINC06052995,CC(C)(C[NH2+]CC(O)COc1ccccc1)C[NH2+]CC(O)COc1ccccc1
ZINC06065675,CC(OC(=O)c1ccccc1)C(=O)NC12CC3CC(CC(C3)C1)C2
ZINC06068955,Cc1c(CC(=O)[O-])c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1
ZINC06073843,CC(=O)Nc1ccc2c(c1)OCCOCCOc1cc(NC(C)=O)ccc1OCCOCCOCCO2
ZINC06085327,CN(Cc1ccccc1)C(=O)c1ccccc1C(=O)Nc1ccc(C#N)cc1
ZINC06093098,[NH3+]C(Cc1ccc(Oc2ccc(O)cc2)c(I)c1)C(=O)[O-]
ZINC06117229,O=C(C1CCC(O)CC1)N1CC(=O)N2CCc3ccccc3C2C1
ZINC06118995,O=C1Nc2ccc(Br)cc2C(c2ccccn2)=NC1O
ZINC06130061,O=C(CCCCC(=O)OCC1CCCCC1)OCC1CCCCC1
ZINC06166907,C[NH+](C)CC/C=C1/c2ccc(F)cc2Sc2cc(F)c(Cl)cc21
ZINC06169296,CN(CC(=O)[O-])C(=O)CCCCCCCCC(=O)N(C)CC(=O)[O-]
ZINC06204376,CCCN(C(=O)CNC(C)=O)C1(C(=O)Nc2ccccc2)CCCCC1
ZINC06208034,COc1ccc(CC[NH+](C)CCCC(C#N)c2ccccc2C)cc1OC
ZINC06276196,Cc1ccc2oc(-c3cc(Br)c(N)c(Br)c3)nc2c1
ZINC06278461,COc1cc[nH+]c(CS(=O)(=O)c2nc3cc(OC(F)F)ccc3[n-]2)c1OC
ZINC06310387,CCCCN(CCCC)S(=O)(=O)c1ccc(NC(=O)CCC2CCCCC2)cc1
ZINC06313461,COc1ccccc1NC(=O)Nc1cc(C(C)(C)C)nn1-c1ccccc1
ZINC06320239,COC(c1ccccc1)(c1ccc(F)cc1)C(Oc1nccc(C)n1)C(=O)[O-]
ZINC06339924,O=C(COc1ccccc1)NCCCCCCCCNC(=O)COc1ccccc1
ZINC06349713,CCOC(=O)CCCCC1CCC(CCCCC(=O)OCC)O1
ZINC06375269,CCOC(=O)c1ccccc1NC(=O)C(C)(C)Oc1ccc(Cl)cc1
ZINC06384796,CC[NH+](CC)C(C)C(=O)c1ccc2cc(Br)c3ccccc3c2c1
ZINC06385314,CC[NH2+]CCNc1cc2c(cc1F)c(=O)c(C(=O)[O-])cn2C1CC1
ZINC06391993,[NH3+]C1CN(c2c(F)cc3c(=O)c(C(=O)[O-])cn(C4CC4F)c3c2Cl)CC12CC2
ZINC06440939,COC(=O)c1sc(-c2ccccc2)cc1NC(=O)C1CCCCC1
ZINC06472460,O=C([O-])c1cc(Cl)ccc1[N-]S(=O)(=O)c1ccc(Cl)cc1
ZINC06477956,Cc1ccc(NC(=O)COc2ccc(Cl)cc2Cl)c(C(=O)[O-])c1
ZINC06490677,COc1ccc(OCCOc2ccc(C34CC5CC(CC(C5)C3)C4)cc2)cc1
ZINC06526665,O=C([O-])c1ccc(S(=O)(=O)N(C2CCCCC2)C2CCCCC2)cc1
ZINC06535856,O=C1Oc2ccccc2C(=O)C1CC1C(=O)Oc2ccccc2C1=O
ZINC06552117,CN(Cc1ccc(Cl)cc1Cl)S(=O)(=O)c1ccc2ccccc2c1
ZINC06590887,O=C(CNC(=O)c1ccc(Oc2ccccc2)cc1)NCc1ccccn1
ZINC06591637,CCC(C)(C)CC[NH2+]C(CC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)OC
ZINC06612116,O=C(OCC(=O)N1CCOCC1)C1c2ccccc2Oc2ccccc21
ZINC06626860,COc1cccc(COC(=O)c2cc(OC)c(OC)c(OC)c2)c1
ZINC06631996,CCC(C)C(NC(=O)C(C)NC(=O)CNC(=O)CNC(=O)OCc1ccccc1)C(=O)OC
ZINC06672916,Cc1nc2ncnn2c(Nc2ccc(Br)cc2)c1Cl
ZINC06679993,CC(C(=O)NC1CCCc2ccccc21)[NH+](C)Cc1ccc(C(C)(C)C)cc1
ZINC06697445,CN(CC(=O)[O-])S(=O)(=O)c1ccc(Oc2ccccc2)cc1
ZINC06698942,Cc1ccccc1N1CC[NH+](CC(=O)Nc2cccc3ccccc23)CC1
ZINC06699052,Cc1ccc(N2CC[NH+](CC(=O)Nc3ccccc3C)CC2C)cc1
ZINC06716152,C=CCn1nc(-c2ccc(O)cc2O)c2cccc(C(F)(F)F)c21
ZINC06716417,N#Cc1ccccc1Cn1c(N2CCCC([NH3+])C2)nc2ccccc2c1=O
ZINC06718469,O=C(CO)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1
ZINC06725049,CC(=O)NCC(=O)N(C)C1(C(=O)NC2CCCCC2)CCCCC1
ZINC06733279,C#CCCCn1c(Sc2cc3c(cc2Br)OCO3)nc2c(N)ncnc21
ZINC06744035,O=C([O-])CC(NC(=O)c1cc(-c2ccc(-c3ccncc3)cc2)cs1)c1ccccc1
ZINC06745272,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1
ZINC06745792,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
ZINC06787456,COc1ccc(C[NH+](C)Cc2c(O)ccc3ccccc23)c(OC)c1OC
ZINC06822490,Cc1cc(C)c(NC(=O)CNC(=O)C[NH+]2CCN(c3ccccc3)CC2)c(C)c1
ZINC06827585,Ic1ccccc1I
ZINC06827587,Ic1ccc(I)cc1
ZINC06842680,CCCCn1nnnc1Cn1cnc2sc3c(c2c1=O)CCC(C)C3
ZINC06844366,Cc1ccc(C(=O)Nc2sc3c(c2C#N)CCC(C)C3)c(Cl)c1
ZINC06846961,COc1ccc(NC(=O)c2cccc(Cl)c2Cl)cc1Br
ZINC06871189,CCn1c2ccccc2c2cc(C[NH2+]Cc3ccc(C)cc3)ccc21
ZINC06899453,CC1CCCC(NC(=O)COC(=O)c2ccc3ccccc3c2)C1C
ZINC06926292,O=C(NCCN(CCO)C(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1
ZINC06981713,CCNS(=O)(=O)c1ccc(C(=O)NCc2ccccc2F)cc1
ZINC07141464,O=S(=O)(NC12CC3CC(CC(C3)C1)C2)c1ccc(Cl)c(Cl)c1
ZINC07400074,O=C(CCNC(=O)C12CC3CC(CC(C3)C1)C2)Nc1cccc(Br)c1
ZINC07425803,Cn1c(NCC[NH+](C)C)nc2c1c(=O)n(Cc1ccccc1)c(=O)n2C
ZINC07572452,Cc1nn2c(NCc3cccnc3)cc(-c3ccccc3)nc2c1-c1ccccc1
ZINC07737255,Fc1c(F)c(F)c(CSc2nnc(-c3ccc4c(c3)OCO4)o2)c(F)c1F
ZINC07781044,CCN(CC)C(=O)CN(C)S(=O)(=O)c1ccc2c(c1)OCCO2
ZINC07986122,O=C(CNC(=O)C12CC3CC(CC(C3)C1)C2)NC1CCCc2ccccc21
ZINC08076586,CC(C)C([NH3+])C(=O)NC(C(=O)NC(CCCC[NH3+])C(=O)[O-])C(C)C
ZINC08087882,CNS(=O)(=O)c1ccc(NC(=O)c2ccc3ccccc3c2)cc1
ZINC08143541,C[NH2+]C(C)C1CCC([NH3+])C(OC2C([NH3+])CC([NH3+])C(OC3OCC(C)(O)C([NH2+]C)C3O)C2O)O1
ZINC08165464,COc1ccc(CN(C(=O)c2cccc(CN3CCCC3=O)c2)C2CC2)cc1
ZINC08207736,Cc1ccc(NC(=O)CNC(=O)CC23CC4CC(CC(C4)C2)C3)c(C)c1
ZINC08214383,[NH3+]CC1CCC([NH3+])C(OC2C([NH3+])CC([NH3+])C(OC3OC(CO)C(O)C([NH3+])C3O)C2O)O1
ZINC08231822,COc1cc(-c2nnc(SCc3cccc(F)c3)o2)cc(OC)c1OC
ZINC08232949,CCNC(=O)C(C)NC(=O)C(CC(C)C)NS(=O)(=O)c1ccc(C)cc1
ZINC08263487,CCN(C(=O)C1CC(=O)N(c2ccc(Cl)cc2)C1)C1CCCCC1
ZINC08277616,CC1CCN(S(=O)(=O)c2ccc(C(=O)N3CCCC3C(=O)[O-])cc2)CC1
ZINC08294798,CN(C)S(=O)(=O)c1cccc(NC(=O)c2n[nH]c3ccccc23)c1
ZINC08304210,O=C(CCCNC(=O)C12CC3CC(CC(C3)C1)C2)N1CCN(c2ncccn2)CC1
ZINC08320945,CC(=O)NCC(=O)NC1(C(=O)Nc2c(C)cccc2C)CCCCC1
ZINC08378984,O=C([O-])C(Cc1ccc(O)cc1)NC(=O)C1CCCCC1C(=O)[O-]
ZINC08382267,Ic1cccc2cccc(I)c12
ZINC08406300,COc1ccc(C(=O)NCc2ccc(C[NH+]3CCCC3)cc2)cc1
ZINC08445622,Cc1ccccc1C(=O)Nc1sc2c(c1C(=O)NC(C)c1ccccc1)CCC(C)C2
ZINC08453187,COc1ccc(C(c2c([O-])c3cc(C)ccc3oc2=O)c2c([O-])c3cc(C)ccc3oc2=O)cc1
ZINC08453188,Cc1ccc2oc(=O)c(C(c3ccccc3Cl)c3c(O)c4cc(C)ccc4oc3=O)c(O)c2c1
ZINC08465598,Cc1ccc(C23CC4CC(CC(C[NH+]5CCCCC5)(C4)C2)C3)cc1
ZINC08554322,O=C(OCCCCCCOC(=O)C1CCCCC1)C1CCCCC1
ZINC08580774,CC(CCC[NH+]1CCOCC1)Nc1cc[nH+]c2cc(Cl)ccc12
ZINC08581617,C[NH+](C)CCOC(C)(c1ccccc1)c1ccc2ccccc2n1
ZINC08581906,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21
ZINC08614193,Cn1c(=O)c2[nH]c(CCCCCCCc3nc4c([nH]3)c(=O)n(C)c(=O)n4C)nc2n(C)c1=O
ZINC08614502,CCCC[NH+](CCCC)CCCCCCCCC(O)c1cc2ccccc2c2ccccc12
ZINC08616457,CNC(=[NH2+])c1ccc(NC(=[NH2+])c2ccc(NC(=O)c3ccc(C(=[NH2+])NC)cc3)cc2)cc1
ZINC08617686,CC[NH+](CC)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
ZINC08618137,Cc1cc(NS(=O)(=O)c2ccc(NS(=O)(=O)c3ccc(C#N)cc3)cc2)no1
ZINC08637029,O=C1Nc2ccccc2/C1=N/c1ccc(Cc2ccc(/N=C3\C(=O)Nc4ccccc43)cc2)cc1
ZINC08642392,COC(=O)C(Cc1ccc(O)cc1)NC(=O)CNS(=O)(=O)c1ccc(C)cc1
ZINC08651759,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)OC(C)(C)C)C(=O)[O-])cc1
ZINC08717309,COc1ccc(OC)c(NC(=O)COc2ccc(C(=O)Nc3ccccc3OC)cc2)c1
ZINC08743432,CCc1ccc(C(c2c([O-])c3ccccc3oc2=O)c2c([O-])c3ccccc3oc2=O)cc1
ZINC08747470,CC(=O)Nc1ccc(NC(C)C(=O)Nc2c(C)cccc2C)cc1
ZINC08775178,CN(Cc1ccccc1)S(=O)(=O)c1ccc(S(N)(=O)=O)cc1
ZINC08789301,CC(NC(=O)C1CCN(C(=O)C([NH3+])Cc2ccccc2)CC1)C(=O)NC(C)c1ccccc1
ZINC08789593,CC(C)CC(NC(=O)C1(NC(=O)C(C)NC(=O)OCc2ccccc2)CCCCC1)C(=O)NCC(N)=O
ZINC08790835,COc1ccc(CCNC(=O)C2Cc3c([nH]c4ccccc34)C3c4ccccc4C(=O)N23)cc1OC
ZINC08813585,CC(=O)Nc1ccc(S(=O)(=O)NCC2CCC(C(=O)NCCC[NH+](C)C3CCCCC3)CC2)cc1
ZINC08887721,CCOC(=O)c1c(C)nn(-c2cccc(Br)c2)c1C
ZINC08909929,CC(=O)Oc1c(Cl)cc(C(=O)Nc2cccc(O)c2)cc1Cl
ZINC08925978,C[NH+](C)CC(CCC(C[NH+](C)C)C(O)(c1ccccc1)c1ccccc1)C(O)(c1ccccc1)c1ccccc1
ZINC08964524,C=CCCCCCCCCC(=O)Oc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)[NH+](CC=C)CCC314
ZINC08973318,COc1ccc(-c2[nH]ncc2-c2ccc(Br)cc2)c(O)c1
ZINC08988110,CCOc1ccc(C(=O)NCC2CC(=O)N(Cc3ccccc3)C2)cc1
ZINC08996437,CC(C)Cn1c(N2CC[NH+](Cc3cccc4ccccc34)CC2)nc2c1c(=O)[nH]c(=O)n2C
ZINC08997783,COC(=O)CC(C)C1CCC2=C3CCC4CC(OC(C)=O)CCC4(C)C3CC(OC(C)=O)C21C
ZINC09096761,COc1ccc(OCC(=O)NCC2(C)CC(NC(=O)COc3ccc(OC)cc3)CC(C)(C)C2)cc1
ZINC09130707,CCc1cc(-c2[nH]ncc2-c2ccc3c(c2)OCCO3)c(O)cc1OCc1ccc(OC)cc1
ZINC09139871,COC(=O)COC1C(NC(C)=O)C(OCCC(C)C)OC(COC(C)=O)C1OC(C)=O
ZINC09195445,CCC(C)C(NC(=O)C1CCCCC1C)C(=O)NCc1ccccc1
ZINC09196656,CC(C)CN(CC(C)C)S(=O)(=O)c1ccc(NC(=O)C2CCCCC2)cc1
ZINC09251119,CCc1cccc(C)c1NC(=O)CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
ZINC09285798,CC1COc2c(N3CC[NH+](C)CC3)c(F)cc3c(=O)c(C(=O)OCc4ccccn4)cn1c23
ZINC09327434,Cn1c(=O)c2c(nc(N3CCN(c4cccc[nH+]4)CC3)n2Cc2cccc3ccccc23)n(C)c1=O
ZINC09333838,CCCCOc1ccc(C(=O)C(CCC(C[NH2+]CC)C(=O)c2ccc(OCCCC)cc2)C[NH2+]CC)cc1
ZINC09439666,CC1CCC(C(=O)NC(C(=O)NCCC[NH+]2CC(C)CC(C)C2)C(C)C)CC1
ZINC09447521,Cn1c(C(=O)NC(Cc2ccccc2)C(=O)NCCC(=O)[O-])cc2cc(Cl)ccc21
ZINC09451133,O=C(Nc1cc(-c2ccccc2)sc1C(=O)[O-])c1cccs1
ZINC09714463,C=CC[NH+]1CCN(c2nc3c(c(=O)[nH]c(=O)n3C)n2Cc2ccc(Cl)c(Cl)c2)CC1
ZINC09731374,CCOc1ccc(S(=O)(=O)NCc2ccccc2)cc1-c1nc2c(C(C)(C)C)nn(C)c2c(=O)[nH]1
ZINC09834138,CCC(C(=O)Nc1ccc(C(C)C)cc1)N1C(=O)C(C)N=C(c2ccccc2)c2cc(Cl)ccc21
ZINC09915619,CC(=O)NC1(C)C(C)(OC(C)=O)OC(C)(COC(C)=O)C(C)(OC(C)=O)C1(C)OC(C)=O
ZINC09915629,CC(=O)NC1(C)C(C)(Oc2ccc3c(C)cc(=O)oc3c2)OC(C)(CO)C(C)(O)C1(C)O
ZINC09915722,CC(=O)NC1(C)C(C)(C(O)C(O)CO)OC(O)(C(=O)[O-])C(C)(C)C1(C)O
ZINC09915907,CC1(CO)OC(C)(Sc2ccc(N)cc2)C(C)(O)C(C)(O)C1(C)O
ZINC09970320,COC1(C)OC2C(O)C3OC(C)(OC)C(C)(OC)OC3C(O)C2OC1(C)OC
ZINC09970339,CC1(O)C(C)(O)C2(C)OC3(CCCCC3)OC2(C)C2(C)OC3(CCCCC3)OC12C
ZINC09970369,CC1(C)OC2(C)C(C)(O)C3(C)OC(C)(C)OC3(C)C(C)(OC3CCCCO3)C2(C)O1
ZINC09970373,CC1(C)OC2(C)C(C)(O)C3(C)OC(C)(C)OC3(C)C(C)(O)C2(C)O1
ZINC09970390,COC1(OC2(C)C3(C)OC(C)(C)OC3(C)C(C)(O)C3(C)OC(C)(C)OC32C)CCOCC1
ZINC09972769,O=c1oc2ccccc2c(O)c1C(c1ccc(C(F)(F)F)cc1)c1c(O)c2ccccc2oc1=O
ZINC09994704,CC1CCCN(C(=O)c2c(NC(=O)c3ccccc3)sc3c2CCC(C(C)(C)C)C3)C1
ZINC10098460,CC(C)N(C)S(=O)(=O)c1ccc(C(=O)NCc2ccccc2)cc1
ZINC10156229,CC(C)Oc1cccc(NC(=O)c2cc(Cl)cc(Cl)c2)c1
ZINC10169240,CCC(CC)(CC(=O)Nc1ccccc1C(=O)N1CCCCC1)C(=O)[O-]
ZINC10221783,CC(C)C(NC(=O)Cc1ccccc1)C(=O)NCC1(c2ccccc2)CCC1
ZINC10290671,CCCCCCOc1cccc(NC(=O)c2ccc(OC(C)CC)cc2)c1
ZINC10329991,CC(CCc1ccccc1)NC(=O)c1ccc(C[NH+]2CCCCC2)cc1
ZINC10384381,OCC(CO)(CO)[NH2+]CC(O)Cn1c2ccc(Br)cc2c2cc(Br)ccc21
ZINC10463769,Cc1nn(C)c2sc(C(=O)NCc3ccc(C(F)(F)F)cc3)cc12
ZINC10557945,O=C(NC1CCN(C(=O)CCc2cccnc2)CC1)c1ccccc1
ZINC10753586,CN(C)C(=O)C1CCCN1S(=O)(=O)c1ccc(C(F)(F)F)cc1
ZINC11094129,CC(C)(C)N1CC(C(=O)N2CCC(C(=O)Nc3cc(Cl)c(Cl)cc3Cl)CC2)CC1=O
ZINC11098869,CC(=O)Nc1ccc(N2CC(C(=O)N(C)c3ccccc3)CC2=O)cc1
ZINC11474734,CCn1cc(C(=O)OCc2cccc(C)c2)c(=O)c2ccc(C)nc21
ZINC11508217,C[NH+](CC(=O)NC(C)(C#N)C1CC1)CC12CC3CC(CC(C3)C1)C2
ZINC11525628,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1
ZINC11617039,Cc1ccc(Nc2nc(N(C)c3ccc4c(C)n(C)nc4c3)cc[nH+]2)cc1S(N)(=O)=O
ZINC11617063,CNC(=O)c1cnn(-c2nc(N)c3ncn(C4OC(CO)C(O)C4O)c3n2)c1
ZINC11677656,COc1cc2c(cc1OC)C(CCCCC1[NH2+]CCc3cc(OC)c(OC)cc31)[NH2+]CC2
ZINC11677851,COc1ccc(CNc2nc(N3CCCC3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
ZINC11678447,COc1ccc(C2Sc3cc(Cl)ccc3N(CC[NH+](C)C)C(=O)C2OC(C)=O)cc1
ZINC11726158,Nc1[nH+]cccc1NCc1cc(-c2ccc3cc[nH]c3c2)ccc1OCc1ccccc1
ZINC11726794,O=C([O-])c1cccc(-c2cccc(NCC[NH2+]CC(O)c3cccc(Cl)c3)c2)c1
ZINC11762780,O=C(CCC1CCN(C(=O)CC2CCC(=O)N2)CC1)Nc1ccccc1
ZINC11774550,CC(Oc1ccccc1)C(=O)N1CCC(CCC(=O)NC2CC2)CC1
ZINC11866777,CCOc1ccc(-c2n[nH]c(C)c2-c2ccc3c(c2)OCCO3)c(O)c1
ZINC11917190,CCCCC1CCC(C(=O)NCC2([NH+](C)C)CCCCC2)CC1
ZINC11936441,O=C(c1n[nH]c2ccccc12)N1CCC2(CCC[NH+](CC3CC3)C2)C1
ZINC11937926,Cc1cccc(CCNC(=O)CC2C(=O)NCC[NH+]2CCCc2ccccc2)n1
ZINC12090273,COc1ccc(OC2CC[NH+](C3CCCC3)CC2)c(C(=O)NCC2CCCC[NH+]2C)c1
ZINC12113472,C=CCn1c2cc(C)sc2c2cnn(Cc3ccccc3F)c(=O)c21
ZINC12113475,COc1ccc(Cn2ncc3c4sc(C)cc4n(C)c3c2=O)cc1
ZINC12198772,CC1CCCC(C)N1S(=O)(=O)c1ccc(N2CCCCC2=O)cc1
ZINC12290843,O=C([O-])c1ccccc1NS(=O)(=O)c1ccc(Br)c2ccccc12
ZINC12296223,CC(C)CC(NC(=O)OCc1ccccc1)C(=O)N1CCC(C(=O)NC(CCCNC(N)=[NH2+])C(=O)[O-])CC1
ZINC12311249,CC(C)c1ccc(C(=O)N2CCC(CCCC3CCN(C(=O)c4ccc(C(C)C)cc4)CC3)CC2)cc1
ZINC12339387,O=C([O-])CCC1CCCCCCCCCC(CCC(=O)[O-])C1=O
ZINC12340397,COC(=O)c1sc(-c2ccc(C(C)(C)C)cc2)cc1NC(=O)c1ccc(C(C)(C)C)cc1
ZINC12341529,CC1=C(CC(=O)[O-])c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1
ZINC12358153,O=C(Nc1ccc(Oc2ncccn2)cc1C(=O)[O-])c1ccc(Cl)cc1Cl
ZINC12358655,CC1(CO)OC(C)(n2cnc3c(N)nc(N)nc32)C(C)(O)C1(C)O
ZINC12363026,O=C1C(C23CC4CC(CC(C4)C2)C3)CCC1C12CC3CC(CC(C3)C1)C2
ZINC12368309,C[NH+](C)CC(O)Cn1c2ccc(Br)cc2c2cc(Br)cc(Br)c21
ZINC12405074,C1CCC2OCCOCCOCCOC3CCCCC3OCCOCCOCCOC2C1
ZINC12406502,Cc1ccc2[nH]cc(CCNS(=O)(=O)Cc3ccccc3)c2c1
ZINC12417468,CC1CC(NC(=O)NCCCCCCNC(=O)NC2CC(C)CC(C)(C)C2)CC(C)(C)C1
ZINC12417577,COC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O
ZINC12429719,OCC1(CCc2ccccc2)CCC[NH+](CCCc2ccccc2)C1
ZINC12436966,C=CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccc(C)cc1
ZINC12437213,CC(C)COC(=O)C(N)Cc1ccc(CC([NH3+])C(=O)OCC(C)C)cc1
ZINC12447654,Cc1ccc(C23CC4CC(CC(NC(=O)N5CCCC5)(C4)C2)C3)cc1
ZINC12458420,O=C(CCC1CCCN(C(=O)C2(c3ccccc3)CCCCC2)C1)NC1CC1
ZINC12501270,CC1=CCC(/C(C)=C/c2csc(C)n2)OC(=O)CC(O)C(C)(C)C(=O)C(C)C(O)C(C)CCC1
ZINC12501520,OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO
ZINC12503102,CN1C(C(=O)Nc2ccccn2)=C([O-])c2sccc2S1(=O)=O
ZINC12503149,[NH3+]C1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)[O-])cn4-c3ccc(F)cc3F)CC12
ZINC12503159,O=C(OC1CC2CC3CC(C1)[NH+]2CC3=O)c1c[nH]c2ccccc12
ZINC12503187,Cc1[nH]c2c([nH+]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2
ZINC12504106,Clc1ccc(CN(Cc2ccc(Cl)cc2)c2nnn[n-]2)cc1
ZINC12504272,O=C([O-])CCC(Cc1ccc(OCc2ccccc2)cc1)NC(=O)CCCCCCc1ccccc1
ZINC12504456,CCC(CO)Nc1nc(NCc2ccccc2O)c2ncn(C(C)C)c2n1
ZINC12504487,CO/C(=C/C(=N)O)C(C)C(/C=C/c1csc(-c2csc(C(C)/C=C/C=C/C(C)C)n2)n1)OC
